Name,Specialization,Experience (years),Degrees,Address,City,State,Contact,Email,Rating,Popular Reviews,Hospital,Consultation Fee (INR)
Dr. Diya Thakur,Psychiatrist,38,"MBBS, MD, MS","123 Street, Pasighat, Arunachal Pradesh",Pasighat,Arunachal Pradesh,+91 7470009555,dr..diya.thakur@pasighat.hospital.com,4.6,Patient and compassionate treatment.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1367
Dr. Aryan Mehta,Gynecologist,25,"DNB, MS, MD","123 Street, Itanagar, Arunachal Pradesh",Itanagar,Arunachal Pradesh,+91 9900535405,dr..aryan.mehta@itanagar.hospital.com,4.5,Explained the condition very clearly.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1238
Dr. Priya Nigam,Cardiologist,27,MCh,"123 Street, Pasighat, Arunachal Pradesh",Pasighat,Arunachal Pradesh,+91 8719613534,dr..priya.nigam@pasighat.hospital.com,4.6,Highly recommended for specialized care.; Patient and compassionate treatment.; Highly professional and caring.,City General Hospital,1043
Dr. Meera Sharma,Psychiatrist,32,"MCh, MBBS, MD","123 Street, Itanagar, Arunachal Pradesh",Itanagar,Arunachal Pradesh,+91 8933439259,dr..meera.sharma@itanagar.hospital.com,4.6,Took time to address all concerns.; Explained the condition very clearly.; Patient and compassionate treatment.,City General Hospital,528
Dr. Kabir Pillai,Psychiatrist,4,"MS, DNB, MCh","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 9044841824,dr..kabir.pillai@dibrugarh.hospital.com,3.5,Took time to address all concerns.; Explained the condition very clearly.; Highly professional and caring.,Global Care Hospital,1444
Dr. Karan Kumar,Pediatrician,4,"MCh, DM, MD","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 7408024962,dr..karan.kumar@dibrugarh.hospital.com,3.5,Took time to address all concerns.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,776
Dr. Aman Agrawal,Orthopedic,12,PhD,"123 Street, Silchar, Assam",Silchar,Assam,+91 7265151546,dr..aman.agrawal@silchar.hospital.com,4.7,Highly professional and caring.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,1278
Dr. Meera Malhotra,Psychiatrist,19,"MCh, MBBS, MS","123 Street, Silchar, Assam",Silchar,Assam,+91 7237246469,dr..meera.malhotra@silchar.hospital.com,4.8,Explained the condition very clearly.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1939
Dr. Anjali Verma,Orthopedic,20,DNB,"123 Street, Guwahati, Assam",Guwahati,Assam,+91 7030440547,dr..anjali.verma@guwahati.hospital.com,3.7,Highly professional and caring.; Patient and compassionate treatment.; Took time to address all concerns.,City General Hospital,483
Dr. Arjun Dey,ENT Specialist,40,"MBBS, PhD","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 8703884952,dr..arjun.dey@dibrugarh.hospital.com,4.0,Patient and compassionate treatment.; Took time to address all concerns.; Highly recommended for specialized care.,City General Hospital,451
Dr. Ishaan Singh,Orthopedic,20,"PhD, MBBS","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 7634035383,dr..ishaan.singh@dibrugarh.hospital.com,3.9,Highly professional and caring.; Took time to address all concerns.; Patient and compassionate treatment.,City General Hospital,554
Dr. Aditi Mathur,Gynecologist,10,MS,"123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 7157311276,dr..aditi.mathur@dibrugarh.hospital.com,3.9,Explained the condition very clearly.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,733
Dr. Diya Dey,Psychiatrist,12,"DNB, PhD","123 Street, Guwahati, Assam",Guwahati,Assam,+91 7315308807,dr..diya.dey@guwahati.hospital.com,4.7,Took time to address all concerns.; Explained the condition very clearly.; Highly recommended for specialized care.,City General Hospital,1613
Dr. Aryan Chawla,General Physician,25,"MD, PhD, DNB","123 Street, Guwahati, Assam",Guwahati,Assam,+91 8802962346,dr..aryan.chawla@guwahati.hospital.com,3.8,Patient and compassionate treatment.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,1668
Dr. Ashwin Mishra,General Physician,29,"MCh, MS","123 Street, Guwahati, Assam",Guwahati,Assam,+91 8296017495,dr..ashwin.mishra@guwahati.hospital.com,4.6,Patient and compassionate treatment.; Highly professional and caring.; Highly recommended for specialized care.,Global Care Hospital,1279
Dr. Raj Bhalla,Pediatrician,38,"PhD, MD, MS","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 7822512377,dr..raj.bhalla@dibrugarh.hospital.com,3.5,Explained the condition very clearly.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,1420
Dr. Advait Pillai,Pediatrician,29,"MD, PhD","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 8634091181,dr..advait.pillai@dibrugarh.hospital.com,4.3,Highly professional and caring.; Highly recommended for specialized care.; Patient and compassionate treatment.,Global Care Hospital,1647
Dr. Raj Bhalla,Pediatrician,20,"MCh, PhD","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 9354429835,dr..raj.bhalla@dibrugarh.hospital.com,4.6,Highly recommended for specialized care.; Explained the condition very clearly.; Patient and compassionate treatment.,City General Hospital,1151
Dr. Aditya Mishra,Neurologist,22,"MS, PhD, MCh","123 Street, Guwahati, Assam",Guwahati,Assam,+91 7734205748,dr..aditya.mishra@guwahati.hospital.com,4.6,Highly professional and caring.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,963
Dr. Arjun Kumar,Dermatologist,38,"MCh, MBBS","123 Street, Silchar, Assam",Silchar,Assam,+91 9852558957,dr..arjun.kumar@silchar.hospital.com,4.0,Took time to address all concerns.; Highly recommended for specialized care.; Explained the condition very clearly.,City General Hospital,1319
Dr. Saanvi Bose,Cardiologist,27,"MS, DM, PhD","123 Street, Guwahati, Assam",Guwahati,Assam,+91 7764065296,dr..saanvi.bose@guwahati.hospital.com,4.5,Patient and compassionate treatment.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,853
Dr. Varun Mehta,Dermatologist,4,MCh,"123 Street, Silchar, Assam",Silchar,Assam,+91 8787352356,dr..varun.mehta@silchar.hospital.com,4.4,Highly recommended for specialized care.; Took time to address all concerns.; Explained the condition very clearly.,Global Care Hospital,1995
Dr. Karan Pillai,Gynecologist,30,"MCh, MBBS","123 Street, Guwahati, Assam",Guwahati,Assam,+91 9996045332,dr..karan.pillai@guwahati.hospital.com,4.1,Explained the condition very clearly.; Highly professional and caring.; Highly recommended for specialized care.,City General Hospital,302
Dr. Tara Roy,Gynecologist,21,"MS, MBBS, DNB","123 Street, Silchar, Assam",Silchar,Assam,+91 8765129082,dr..tara.roy@silchar.hospital.com,4.3,Patient and compassionate treatment.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,1803
Dr. Aman Nigam,Gynecologist,22,MD,"123 Street, Guwahati, Assam",Guwahati,Assam,+91 9009273804,dr..aman.nigam@guwahati.hospital.com,4.4,Explained the condition very clearly.; Highly professional and caring.; Highly recommended for specialized care.,City General Hospital,603
Dr. Kriti Mathur,Cardiologist,21,"MS, MBBS","123 Street, Silchar, Assam",Silchar,Assam,+91 8679838204,dr..kriti.mathur@silchar.hospital.com,3.9,Patient and compassionate treatment.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,599
Dr. Saanvi Bhalla,Ophthalmologist,23,"DM, MCh, MS","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 7914273213,dr..saanvi.bhalla@dibrugarh.hospital.com,4.0,Explained the condition very clearly.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,1275
Dr. Isha Saxena,Dermatologist,29,"MD, MBBS, MS","123 Street, Silchar, Assam",Silchar,Assam,+91 7007341879,dr..isha.saxena@silchar.hospital.com,4.9,Patient and compassionate treatment.; Highly professional and caring.; Explained the condition very clearly.,City General Hospital,1972
Dr. Tara Kapoor,Orthopedic,28,"DNB, DM, MS","123 Street, Silchar, Assam",Silchar,Assam,+91 7524423686,dr..tara.kapoor@silchar.hospital.com,3.8,Explained the condition very clearly.; Highly professional and caring.; Highly recommended for specialized care.,Global Care Hospital,1837
Dr. Meera Malhotra,Pediatrician,6,"DM, MCh, MBBS","123 Street, Guwahati, Assam",Guwahati,Assam,+91 9530889379,dr..meera.malhotra@guwahati.hospital.com,3.7,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,City General Hospital,1366
Dr. Naina Roy,Cardiologist,29,"PhD, DNB","123 Street, Silchar, Assam",Silchar,Assam,+91 7398544165,dr..naina.roy@silchar.hospital.com,4.0,Took time to address all concerns.; Patient and compassionate treatment.; Highly professional and caring.,City General Hospital,942
Dr. Mira Ghosh,Gynecologist,18,"MBBS, DNB, MD","123 Street, Silchar, Assam",Silchar,Assam,+91 7819315232,dr..mira.ghosh@silchar.hospital.com,4.9,Highly recommended for specialized care.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,1995
Dr. Nikhil Patel,General Physician,8,MCh,"123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 8467375193,dr..nikhil.patel@dibrugarh.hospital.com,4.1,Explained the condition very clearly.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,813
Dr. Aditi Banerjee,ENT Specialist,32,PhD,"123 Street, Silchar, Assam",Silchar,Assam,+91 9918706510,dr..aditi.banerjee@silchar.hospital.com,4.2,Highly recommended for specialized care.; Patient and compassionate treatment.; Highly professional and caring.,City General Hospital,1357
Dr. Naina Bhalla,Ophthalmologist,8,MD,"123 Street, Guwahati, Assam",Guwahati,Assam,+91 8476367209,dr..naina.bhalla@guwahati.hospital.com,4.1,Highly recommended for specialized care.; Took time to address all concerns.; Patient and compassionate treatment.,Global Care Hospital,425
Dr. Ishaan Jain,Pediatrician,17,"MS, DNB, PhD","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 9670691381,dr..ishaan.jain@dibrugarh.hospital.com,4.3,Patient and compassionate treatment.; Highly recommended for specialized care.; Explained the condition very clearly.,City General Hospital,1654
Dr. Meera Mehta,Gynecologist,16,"DM, MBBS","123 Street, Guwahati, Assam",Guwahati,Assam,+91 8400998935,dr..meera.mehta@guwahati.hospital.com,5.0,Highly recommended for specialized care.; Took time to address all concerns.; Patient and compassionate treatment.,Global Care Hospital,1495
Dr. Aarav Patel,Psychiatrist,9,"MCh, PhD","123 Street, Silchar, Assam",Silchar,Assam,+91 7728554852,dr..aarav.patel@silchar.hospital.com,4.9,Explained the condition very clearly.; Highly professional and caring.; Highly recommended for specialized care.,City General Hospital,1970
Dr. Diya Bhalla,ENT Specialist,37,"MCh, MD, DNB","123 Street, Silchar, Assam",Silchar,Assam,+91 8705628753,dr..diya.bhalla@silchar.hospital.com,4.3,Highly recommended for specialized care.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,598
Dr. Arjun Gupta,Pediatrician,39,MCh,"123 Street, Guwahati, Assam",Guwahati,Assam,+91 8219003117,dr..arjun.gupta@guwahati.hospital.com,4.7,Patient and compassionate treatment.; Highly recommended for specialized care.; Highly professional and caring.,Global Care Hospital,972
Dr. Sia Saxena,Ophthalmologist,6,"MCh, MD, DM","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 9271751853,dr..sia.saxena@dibrugarh.hospital.com,4.0,Highly professional and caring.; Highly recommended for specialized care.; Patient and compassionate treatment.,Global Care Hospital,1876
Dr. Tara Thakur,Neurologist,31,MBBS,"123 Street, Silchar, Assam",Silchar,Assam,+91 7890523912,dr..tara.thakur@silchar.hospital.com,3.9,Took time to address all concerns.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1999
Dr. Anjali Sekhar,Dermatologist,21,"MCh, MD, MS","123 Street, Guwahati, Assam",Guwahati,Assam,+91 7110363987,dr..anjali.sekhar@guwahati.hospital.com,4.0,Patient and compassionate treatment.; Explained the condition very clearly.; Took time to address all concerns.,City General Hospital,931
Dr. Kriti Jain,Pediatrician,33,"MD, MS, MBBS","123 Street, Guwahati, Assam",Guwahati,Assam,+91 7304921835,dr..kriti.jain@guwahati.hospital.com,4.4,Patient and compassionate treatment.; Highly recommended for specialized care.; Highly professional and caring.,Global Care Hospital,1070
Dr. Kabir Singh,Cardiologist,28,"MBBS, MCh, PhD","123 Street, Silchar, Assam",Silchar,Assam,+91 8211482959,dr..kabir.singh@silchar.hospital.com,4.4,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,City General Hospital,1750
Dr. Aman Verma,Gynecologist,34,"MBBS, PhD","123 Street, Silchar, Assam",Silchar,Assam,+91 9047395713,dr..aman.verma@silchar.hospital.com,4.4,Patient and compassionate treatment.; Explained the condition very clearly.; Highly professional and caring.,City General Hospital,1415
Dr. Nikhil Malhotra,Neurologist,29,"MS, DNB, MD","123 Street, Guwahati, Assam",Guwahati,Assam,+91 9694646057,dr..nikhil.malhotra@guwahati.hospital.com,3.7,Explained the condition very clearly.; Highly recommended for specialized care.; Patient and compassionate treatment.,Global Care Hospital,1827
Dr. Kabir Chopra,Ophthalmologist,3,"MCh, DNB, MBBS","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 9726858759,dr..kabir.chopra@dibrugarh.hospital.com,4.3,Highly professional and caring.; Explained the condition very clearly.; Took time to address all concerns.,City General Hospital,596
Dr. Niharika Das,General Physician,17,"MCh, MS","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 9782484007,dr..niharika.das@dibrugarh.hospital.com,4.2,Explained the condition very clearly.; Highly recommended for specialized care.; Took time to address all concerns.,City General Hospital,1759
Dr. Aman Saxena,Psychiatrist,15,DNB,"123 Street, Silchar, Assam",Silchar,Assam,+91 9888701938,dr..aman.saxena@silchar.hospital.com,4.5,Explained the condition very clearly.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,1416
Dr. Diya Pillai,Gynecologist,16,"DNB, MCh, MS","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 7657284188,dr..diya.pillai@dibrugarh.hospital.com,3.9,Highly professional and caring.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,1581
Dr. Advait Chaudhary,Dermatologist,31,MD,"123 Street, Guwahati, Assam",Guwahati,Assam,+91 7197605222,dr..advait.chaudhary@guwahati.hospital.com,4.5,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1822
Dr. Naina Mathur,ENT Specialist,37,"MBBS, PhD","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 7570750229,dr..naina.mathur@dibrugarh.hospital.com,3.7,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,549
Dr. Priya Sharma,Pediatrician,31,"MBBS, MS, MCh","123 Street, Dibrugarh, Assam",Dibrugarh,Assam,+91 8101810976,dr..priya.sharma@dibrugarh.hospital.com,4.2,Explained the condition very clearly.; Highly recommended for specialized care.; Took time to address all concerns.,City General Hospital,1443
Dr. Lakshmi Saxena,Gynecologist,24,"MBBS, DNB","123 Street, Gaya, Bihar",Gaya,Bihar,+91 9223067307,dr..lakshmi.saxena@gaya.hospital.com,4.5,Took time to address all concerns.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,400
Dr. Arjun Pandey,Ophthalmologist,17,"DM, MBBS, MCh","123 Street, Patna, Bihar",Patna,Bihar,+91 9675187557,dr..arjun.pandey@patna.hospital.com,4.4,Patient and compassionate treatment.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,1849
Dr. Sia Nigam,General Physician,6,PhD,"123 Street, Muzaffarpur, Bihar",Muzaffarpur,Bihar,+91 8648972369,dr..sia.nigam@muzaffarpur.hospital.com,3.6,Highly recommended for specialized care.; Highly professional and caring.; Explained the condition very clearly.,City General Hospital,411
Dr. Siddharth Nigam,Gynecologist,3,MCh,"123 Street, Gaya, Bihar",Gaya,Bihar,+91 9772334721,dr..siddharth.nigam@gaya.hospital.com,3.7,Highly recommended for specialized care.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,1079
Dr. Ravi Menon,Dermatologist,7,MD,"123 Street, Gaya, Bihar",Gaya,Bihar,+91 7776685907,dr..ravi.menon@gaya.hospital.com,4.2,Patient and compassionate treatment.; Explained the condition very clearly.; Highly professional and caring.,City General Hospital,1182
Dr. Parth Mehta,ENT Specialist,26,"MBBS, DNB, MS","123 Street, Patna, Bihar",Patna,Bihar,+91 8654677502,dr..parth.mehta@patna.hospital.com,4.4,Explained the condition very clearly.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,1877
Dr. Ritu Verma,Psychiatrist,28,DNB,"123 Street, Gaya, Bihar",Gaya,Bihar,+91 8794661829,dr..ritu.verma@gaya.hospital.com,4.2,Took time to address all concerns.; Explained the condition very clearly.; Patient and compassionate treatment.,City General Hospital,537
